Year,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2020,20606,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,82,,,79.4,84.6,431,POINT (-76.7385765 38.24672555),20606,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2021,20606,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,9,,,7.8,10.2,431,POINT (-76.7385765 38.24672555),20606,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2021,20606,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,77.1,,,73.5,80.3,431,POINT (-76.7385765 38.24672555),20606,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2021,20606,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,88.7,,,86.7,90.5,431,POINT (-76.7385765 38.24672555),20606,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,20606,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,12.8,,,10.9,14.9,431,POINT (-76.7385765 38.24672555),20606,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2020,20606,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,71.2,,,68.7,73.9,431,POINT (-76.7385765 38.24672555),20606,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,20606,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,9.2,,,7.7,10.8,431,POINT (-76.7385765 38.24672555),20606,HLTHOUT,COPD,CrdPrv,COPD
2020,20606,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,35.2,,,28.6,42.5,431,POINT (-76.7385765 38.24672555),20606,PREVENT,COREM,CrdPrv,Core preventive services for older men
2020,20606,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,33.4,,,27.9,39.1,431,POINT (-76.7385765 38.24672555),20606,PREVENT,COREW,CrdPrv,Core preventive services for older women
2021,20606,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,17.4,,,14.5,20.7,431,POINT (-76.7385765 38.24672555),20606,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2020,20606,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,63.7,,,60.6,67.1,431,POINT (-76.7385765 38.24672555),20606,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,20606,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,18.6,,,15.9,21.3,431,POINT (-76.7385765 38.24672555),20606,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,20606,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15,,,13,16.9,431,POINT (-76.7385765 38.24672555),20606,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,20606,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,31.9,,,28.2,35.8,431,POINT (-76.7385765 38.24672555),20606,DISABLT,DISABILITY,CrdPrv,Any Disability
2021,20606,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.6,,,16,21.4,431,POINT (-76.7385765 38.24672555),20606,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,20606,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,8.9,,,7.8,10,431,POINT (-76.7385765 38.24672555),20606,DISABLT,HEARING,CrdPrv,Hearing Disability
2021,20606,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,43.9,,,40.2,47.4,431,POINT (-76.7385765 38.24672555),20606,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2021,20606,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,8.4,,,7.1,9.6,431,POINT (-76.7385765 38.24672555),20606,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2021,20606,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,4,,,3.6,4.4,431,POINT (-76.7385765 38.24672555),20606,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2021,20606,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,28,,,23.8,31.9,431,POINT (-76.7385765 38.24672555),20606,RISKBEH,LPA,CrdPrv,Physical Inactivity
2020,20606,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,66.9,,,63,70.7,431,POINT (-76.7385765 38.24672555),20606,PREVENT,MAMMOUSE,CrdPrv,Mammography
2021,20606,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.6,,,13.6,17.7,431,POINT (-76.7385765 38.24672555),20606,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2021,20606,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,17.6,,,15.3,20,431,POINT (-76.7385765 38.24672555),20606,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2021,20606,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38,,,32.8,42.5,431,POINT (-76.7385765 38.24672555),20606,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,20606,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.6,,,10.9,14.3,431,POINT (-76.7385765 38.24672555),20606,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2021,20606,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.4,,,3.8,5.1,431,POINT (-76.7385765 38.24672555),20606,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2020,20606,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.9,,,34.6,37.2,431,POINT (-76.7385765 38.24672555),20606,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2021,20606,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.4,,,3.9,4.9,431,POINT (-76.7385765 38.24672555),20606,HLTHOUT,STROKE,CrdPrv,Stroke
2020,20606,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,15.5,,,11.1,21.1,431,POINT (-76.7385765 38.24672555),20606,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,20606,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,5.7,,,4.9,6.6,431,POINT (-76.7385765 38.24672555),20606,DISABLT,VISION,CrdPrv,Vision Disability
2021,20607,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,7.4,,,5.9,8.9,9802,POINT (-77.02020801 38.67224038),20607,PREVENT,ACCESS2,CrdPrv,Health Insurance
2021,20607,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,23,,,20.9,25.4,9802,POINT (-77.02020801 38.67224038),20607,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,20607,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,12.5,,,10.9,14.4,9802,POINT (-77.02020801 38.67224038),20607,RISKBEH,BINGE,CrdPrv,Binge Drinking
2021,20607,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,36.6,,,34.1,39.5,9802,POINT (-77.02020801 38.67224038),20607,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,20607,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,77.1,,,74.4,79.8,9802,POINT (-77.02020801 38.67224038),20607,PREVENT,BPMED,CrdPrv,Taking BP Medication
2021,20607,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.6,,,5.1,6.1,9802,POINT (-77.02020801 38.67224038),20607,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2021,20607,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.3,,,9.3,11.5,9802,POINT (-77.02020801 38.67224038),20607,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2020,20607,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,86.2,,,85.1,87.3,9802,POINT (-77.02020801 38.67224038),20607,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2021,20607,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,3.9,,,3.5,4.4,9802,POINT (-77.02020801 38.67224038),20607,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2021,20607,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,74.5,,,71.6,77.3,9802,POINT (-77.02020801 38.67224038),20607,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2021,20607,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.9,,,89.4,92.3,9802,POINT (-77.02020801 38.67224038),20607,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,20607,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,9,,,7.9,10.4,9802,POINT (-77.02020801 38.67224038),20607,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2020,20607,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,73.5,,,71.8,75.2,9802,POINT (-77.02020801 38.67224038),20607,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,20607,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,4.1,,,3.5,4.8,9802,POINT (-77.02020801 38.67224038),20607,HLTHOUT,COPD,CrdPrv,COPD
2020,20607,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,46.9,,,43.1,50.6,9802,POINT (-77.02020801 38.67224038),20607,PREVENT,COREM,CrdPrv,Core preventive services for older men
2020,20607,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,38.5,,,35,41.8,9802,POINT (-77.02020801 38.67224038),20607,PREVENT,COREW,CrdPrv,Core preventive services for older women
2021,20607,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,10,,,8.3,12.1,9802,POINT (-77.02020801 38.67224038),20607,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2020,20607,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,64,,,61.4,66.4,9802,POINT (-77.02020801 38.67224038),20607,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,20607,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,12.2,,,10.7,14,9802,POINT (-77.02020801 38.67224038),20607,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,20607,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11,,,9.8,12.5,9802,POINT (-77.02020801 38.67224038),20607,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,20607,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,20.1,,,18,22.6,9802,POINT (-77.02020801 38.67224038),20607,DISABLT,DISABILITY,CrdPrv,Any Disability
2021,20607,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,12.9,,,11.2,14.8,9802,POINT (-77.02020801 38.67224038),20607,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,20607,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,3.5,,,3.1,3.9,9802,POINT (-77.02020801 38.67224038),20607,DISABLT,HEARING,CrdPrv,Hearing Disability
2021,20607,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.8,,,32.2,37.6,9802,POINT (-77.02020801 38.67224038),20607,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2021,20607,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,5.4,,,4.7,6.2,9802,POINT (-77.02020801 38.67224038),20607,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2021,20607,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.7,,,2.5,3,9802,POINT (-77.02020801 38.67224038),20607,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2021,20607,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,19.9,,,17.3,22.5,9802,POINT (-77.02020801 38.67224038),20607,RISKBEH,LPA,CrdPrv,Physical Inactivity
2020,20607,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,80,,,78.2,81.4,9802,POINT (-77.02020801 38.67224038),20607,PREVENT,MAMMOUSE,CrdPrv,Mammography
2021,20607,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.3,,,10.9,13.8,9802,POINT (-77.02020801 38.67224038),20607,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2021,20607,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,10.1,,,8.8,11.5,9802,POINT (-77.02020801 38.67224038),20607,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2021,20607,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39,,,35.4,42.7,9802,POINT (-77.02020801 38.67224038),20607,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,20607,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,8.2,,,7.1,9.2,9802,POINT (-77.02020801 38.67224038),20607,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2021,20607,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3,,,2.7,3.5,9802,POINT (-77.02020801 38.67224038),20607,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2020,20607,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,39.5,,,38.4,40.5,9802,POINT (-77.02020801 38.67224038),20607,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2021,20607,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.8,,,2.5,3.1,9802,POINT (-77.02020801 38.67224038),20607,HLTHOUT,STROKE,CrdPrv,Stroke
2020,20607,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,7.4,,,5.6,9.4,9802,POINT (-77.02020801 38.67224038),20607,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,20607,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,3.9,,,3.5,4.5,9802,POINT (-77.02020801 38.67224038),20607,DISABLT,VISION,CrdPrv,Vision Disability
2021,20608,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,9.1,,,7.1,11.6,919,POINT (-76.70987166 38.58825208),20608,PREVENT,ACCESS2,CrdPrv,Health Insurance
2021,20608,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,29.8,,,27.2,32.4,919,POINT (-76.70987166 38.58825208),20608,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,20608,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,11.7,,,10.2,13.5,919,POINT (-76.70987166 38.58825208),20608,RISKBEH,BINGE,CrdPrv,Binge Drinking
2021,20608,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,42.4,,,39.6,45.2,919,POINT (-76.70987166 38.58825208),20608,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,20608,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,81.5,,,79.1,83.7,919,POINT (-76.70987166 38.58825208),20608,PREVENT,BPMED,CrdPrv,Taking BP Medication
2021,20608,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.6,,,6.9,8.3,919,POINT (-76.70987166 38.58825208),20608,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2021,20608,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.7,,,9.5,11.9,919,POINT (-76.70987166 38.58825208),20608,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2020,20608,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.4,,,82.4,86.2,919,POINT (-76.70987166 38.58825208),20608,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2021,20608,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.2,,,5.5,7,919,POINT (-76.70987166 38.58825208),20608,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2021,20608,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,75,,,72.1,77.8,919,POINT (-76.70987166 38.58825208),20608,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2021,20608,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.2,,,88.4,91.8,919,POINT (-76.70987166 38.58825208),20608,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,20608,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.9,,,9.3,12.6,919,POINT (-76.70987166 38.58825208),20608,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2020,20608,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,73.7,,,71.5,75.7,919,POINT (-76.70987166 38.58825208),20608,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,20608,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.5,,,5.4,7.7,919,POINT (-76.70987166 38.58825208),20608,HLTHOUT,COPD,CrdPrv,COPD
2020,20608,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,43.4,,,37.4,48.8,919,POINT (-76.70987166 38.58825208),20608,PREVENT,COREM,CrdPrv,Core preventive services for older men
2020,20608,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,36.2,,,31.6,40.6,919,POINT (-76.70987166 38.58825208),20608,PREVENT,COREW,CrdPrv,Core preventive services for older women
2021,20608,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,12.6,,,10.3,15.1,919,POINT (-76.70987166 38.58825208),20608,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2020,20608,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,59.7,,,56,63.1,919,POINT (-76.70987166 38.58825208),20608,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,20608,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,13.9,,,12.1,15.9,919,POINT (-76.70987166 38.58825208),20608,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,20608,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.1,,,12.5,15.6,919,POINT (-76.70987166 38.58825208),20608,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,20608,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,26.5,,,23.5,29.6,919,POINT (-76.70987166 38.58825208),20608,DISABLT,DISABILITY,CrdPrv,Any Disability
2021,20608,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.2,,,14.7,19.7,919,POINT (-76.70987166 38.58825208),20608,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,20608,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.4,,,4.8,6.2,919,POINT (-76.70987166 38.58825208),20608,DISABLT,HEARING,CrdPrv,Hearing Disability
